              Procedure           Image            Address        Calls Instructions
   ImmGetAppCompatFlags C:\Windows\system32\IMM32.DLL           76922da4           15          210
          ImmUnlockIMCC C:\Windows\system32\IMM32.DLL           76922d82          610         4324
            ImmLockIMCC C:\Windows\system32\IMM32.DLL           76922d67          610         4270
      ImmReleaseContext C:\Windows\system32\IMM32.DLL           76922d5c          177          531
          ImmGetContext C:\Windows\system32\IMM32.DLL           76922c92          341        20157
     ImmUnlockClientImc C:\Windows\system32\IMM32.DLL           76922c40         1968        56010
       ImmLockClientImc C:\Windows\system32\IMM32.DLL           76922bd0         1995        65266
             ImmLoadIME C:\Windows\system32\IMM32.DLL           7692296c            1        11280
      CtfImmTIMActivate C:\Windows\system32\IMM32.DLL           7692287c            3          238
        ImmGetImeInfoEx C:\Windows\system32\IMM32.DLL           76922805          117         4321
CtfImmDispatchDefImeMessage C:\Windows\system32\IMM32.DLL           76922774          228         3987
CtfImmLastEnabledWndDestroy C:\Windows\system32\IMM32.DLL           7692272d            1         2552
   CtfImmCoUninitialize C:\Windows\system32\IMM32.DLL           769226d2            1           24
           CtfImmNotify C:\Windows\system32\IMM32.DLL           7692254a          532         5320
CtfImmIsTextFrameServiceDisabled C:\Windows\system32\IMM32.DLL           769213f4          116       176286
 unnamedImageEntryPoint C:\Windows\system32\IMM32.DLL           7692134d           46         2026
   ScriptStringValidate C:\Windows\system32\USP10.dll           768de927            0         3794
 ScriptGetLogicalWidths C:\Windows\system32\USP10.dll           768cfc29            0         1872
            ScriptXtoCP C:\Windows\system32\USP10.dll           768cc515            0         2491
        ScriptFreeCache C:\Windows\system32\USP10.dll           768b9d65           31        24587
            ScriptCPtoX C:\Windows\system32\USP10.dll           768b8cb5          101      1611478
      ScriptStringCPtoX C:\Windows\system32\USP10.dll           768b8bf6           81         5913
            ScriptBreak C:\Windows\system32\USP10.dll           768b837e          119       122611
ScriptGetFontProperties C:\Windows\system32\USP10.dll           768b7f68          452       171503
ScriptRecordDigitSubstitution C:\Windows\system32\USP10.dll           768b51d2            1       576333
          ScriptTextOut C:\Windows\system32\USP10.dll           768aea4b         1243      5485174
        ScriptStringOut C:\Windows\system32\USP10.dll           768ae8d6          720        74240
          ScriptGetCMap C:\Windows\system32\USP10.dll           768ab55e         2807       757298
   ScriptCacheGetHeight C:\Windows\system32\USP10.dll           768ab252         2810       853106
    ScriptStringAnalyse C:\Windows\system32\USP10.dll           768aaecb         2929       784186
           ScriptLayout C:\Windows\system32\USP10.dll           768aae0e         2810       231420
       ScriptStringFree C:\Windows\system32\USP10.dll           768aab11         2929      1405557
          UspAllocCache C:\Windows\system32\USP10.dll           768aaa5c           78        32062
          ScriptItemize C:\Windows\system32\USP10.dll           768aa447         2926      1200356
           UspAllocTemp C:\Windows\system32\USP10.dll           768aa37b         2966       211608
ScriptApplyDigitSubstitution C:\Windows\system32\USP10.dll           768aa304         2929       105444
            ScriptPlace C:\Windows\system32\USP10.dll           768aa223         4024       178688
            ScriptShape C:\Windows\system32\USP10.dll           768aa11a         4024       207363
             UspFreeMem C:\Windows\system32\USP10.dll           768a9fff         3003       229561
             LpkPresent C:\Windows\system32\USP10.dll           768a9efb            0       489108
        ScriptIsComplex C:\Windows\system32\USP10.dll           768a9905          947       256524
                  .text C:\Windows\system32\USP10.dll           768a1000            0      1185700
                StrStrW C:\Windows\system32\SHELL32.dll           760cfd68            0          274
            Ordinal_816 C:\Windows\system32\SHELL32.dll           760b73f2            0         3002
            Ordinal_813 C:\Windows\system32\SHELL32.dll           760a6e71            0        14680
                  .text C:\Windows\system32\SHELL32.dll           7606acb0            0        95146
            Ordinal_683 C:\Windows\system32\SHELL32.dll           76039f70            0       180496
           SHLoadInProc C:\Windows\system32\SHELL32.dll           76007cf2            0       304781
        DAD_DragEnterEx C:\Windows\system32\SHELL32.dll           75feee94            0         1675
 SHPathPrepareForWriteA C:\Windows\system32\SHELL32.dll           75fdce78            0         2471
SHLoadNonloadedIconOverlayIdentifiers C:\Windows\system32\SHELL32.dll           75fd91e8            0           14
            Ordinal_262 C:\Windows\system32\SHELL32.dll           75fd5b4c            0           41
SHCreateShellFolderViewEx C:\Windows\system32\SHELL32.dll           75fd01e5            0          262
            Ordinal_788 C:\Windows\system32\SHELL32.dll           75fc5b3a            0          257
SHAddDefaultPropertiesByExt C:\Windows\system32\SHELL32.dll           75fa8e4a            1           52
      ShellExec_RunDLLA C:\Windows\system32\SHELL32.dll           75fa8c82            0          158
            Ordinal_778 C:\Windows\system32\SHELL32.dll           75f8af17            1           83
         DragQueryFileA C:\Windows\system32\SHELL32.dll           75f7599c            0        11970
                  .text C:\Windows\system32\SHELL32.dll           75f49ab9            0         5186
    Shell_GetImageLists C:\Windows\system32\SHELL32.dll           75f18d79            3        13379
Shell_GetCachedImageIndex C:\Windows\system32\SHELL32.dll           75f18223            0           24
         ExtractIconExW C:\Windows\system32\SHELL32.dll           75f17908            0          637
         SHFlushSFCache C:\Windows\system32\SHELL32.dll           75f174ea            0        21872
SHChangeNotifyDeregister C:\Windows\system32\SHELL32.dll           75f16ec0           13          828
              ILGetNext C:\Windows\system32\SHELL32.dll           75f15a45           90         1325
         SHGetFileInfoA C:\Windows\system32\SHELL32.dll           75f155f7            0          505
SHCreateItemFromRelativeName C:\Windows\system32\SHELL32.dll           75f0ff89            0      5963029
             Ordinal_70 C:\Windows\system32\SHELL32.dll           75edd375            0     37911007
SHGetAttributesFromDataObject C:\Windows\system32\SHELL32.dll           75edcbf0            0          489
            Ordinal_871 C:\Windows\system32\SHELL32.dll           75ed7e17            0       154391
SHChangeNotifyRegisterThread C:\Windows\system32\SHELL32.dll           75ecfc8e            0      2382833
           FreeIconList C:\Windows\system32\SHELL32.dll           75ecd047           40        95866
 SHGetIconOverlayIndexW C:\Windows\system32\SHELL32.dll           75ecbb57           60        38950
            Ordinal_744 C:\Windows\system32\SHELL32.dll           75ec822f            0        48992
            Ordinal_762 C:\Windows\system32\SHELL32.dll           75ebf43c          161       257276
            Ordinal_763 C:\Windows\system32\SHELL32.dll           75ebf270           21        11067
            Ordinal_745 C:\Windows\system32\SHELL32.dll           75ebedcd            0        11501
            Ordinal_790 C:\Windows\system32\SHELL32.dll           75ebed05           21         5376
            Ordinal_870 C:\Windows\system32\SHELL32.dll           75eb4fc5            0      2884117
       DAD_SetDragImage C:\Windows\system32\SHELL32.dll           75eb0001            0       105514
            Ordinal_648 C:\Windows\system32\SHELL32.dll           75eacdb7            0       131880
            Ordinal_824 C:\Windows\system32\SHELL32.dll           75ea55a9           10       206307
SHGetSetFolderCustomSettings C:\Windows\system32\SHELL32.dll           75ea31bd            0         6773
    SHGetNameFromIDList C:\Windows\system32\SHELL32.dll           75ea2b91            2           85
    SHAssocEnumHandlers C:\Windows\system32\SHELL32.dll           75e9ab5d            0       225111
         ILSaveToStream C:\Windows\system32\SHELL32.dll           75e96b58            2        22762
       ReadCabinetState C:\Windows\system32\SHELL32.dll           75e94aa9            1          242
            Ordinal_819 C:\Windows\system32\SHELL32.dll           75e90b8e            0          340
            Ordinal_867 C:\Windows\system32\SHELL32.dll           75e8fecf            0        48644
  AssocCreateForClasses C:\Windows\system32\SHELL32.dll           75e8a8d1            0         2915
            Ordinal_830 C:\Windows\system32\SHELL32.dll           75e8152c            0         1704
            Ordinal_815 C:\Windows\system32\SHELL32.dll           75e811d7           20         1040
            Ordinal_814 C:\Windows\system32\SHELL32.dll           75e80f79           36        29687
            Ordinal_818 C:\Windows\system32\SHELL32.dll           75e7a42a            9          205
            Ordinal_837 C:\Windows\system32\SHELL32.dll           75e78d30            0          818
SHCreateItemFromParsingName C:\Windows\system32\SHELL32.dll           75e78cb2            1           32
            Ordinal_868 C:\Windows\system32\SHELL32.dll           75e74485            0         1507
            Ordinal_817 C:\Windows\system32\SHELL32.dll           75e7341b            0          114
     SHSetLocalizedName C:\Windows\system32\SHELL32.dll           75e6d53d            0       385029
      SHCreateDirectory C:\Windows\system32\SHELL32.dll           75e6ba1e            0            8
SHDestroyPropSheetExtArray C:\Windows\system32\SHELL32.dll           75e646a7            0          276
            Ordinal_859 C:\Windows\system32\SHELL32.dll           75e5de4f            0           40
        DragAcceptFiles C:\Windows\system32\SHELL32.dll           75e5cd2f            1           44
            Ordinal_264 C:\Windows\system32\SHELL32.dll           75e5bf79            7         7310
           SHGetRealIDL C:\Windows\system32\SHELL32.dll           75e593c0            1         4647
  SHGetPathFromIDListEx C:\Windows\system32\SHELL32.dll           75e57e59            1          545
        Win32DeleteFile C:\Windows\system32\SHELL32.dll           75e56946            0          446
PathYetAnotherMakeUniqueName C:\Windows\system32\SHELL32.dll           75e550b2            0            2
            Ordinal_714 C:\Windows\system32\SHELL32.dll           75e54fe2            1           67
 SHSimpleIDListFromPath C:\Windows\system32\SHELL32.dll           75e54e62            0           20
      SHCreateShellItem C:\Windows\system32\SHELL32.dll           75e52f80            0         1567
        SHGetDriveMedia C:\Windows\system32\SHELL32.dll           75e52c19            0           14
            Ordinal_265 C:\Windows\system32\SHELL32.dll           75e5044f            0         1972
SHGetPropertyStoreFromIDList C:\Windows\system32\SHELL32.dll           75e4806d            0        49576
      WriteCabinetState C:\Windows\system32\SHELL32.dll           75e4146b            0         6364
            Ordinal_834 C:\Windows\system32\SHELL32.dll           75e3a9a1            0        20689
            Ordinal_838 C:\Windows\system32\SHELL32.dll           75e34454            0        15175
            Ordinal_836 C:\Windows\system32\SHELL32.dll           75e32a6d            0        10165
            Ordinal_869 C:\Windows\system32\SHELL32.dll           75e323f2            0         1863
      DllRegisterServer C:\Windows\system32\SHELL32.dll           75e2943d        60208      1546919
 SHCreateItemFromIDList C:\Windows\system32\SHELL32.dll           75e24171           18      1112915
            Ordinal_755 C:\Windows\system32\SHELL32.dll           75e23bfe          684       182068
            Ordinal_850 C:\Windows\system32\SHELL32.dll           75e23acc          720        52192
            ILFindChild C:\Windows\system32\SHELL32.dll           75e21384           41      4605070
       SHGetSetSettings C:\Windows\system32\SHELL32.dll           75e20eb5          523       221503
SHGetSpecialFolderLocation C:\Windows\system32\SHELL32.dll           75e20df1           31        58868
    SHGetFolderLocation C:\Windows\system32\SHELL32.dll           75e2097a           35        29027
          RealDriveType C:\Windows\system32\SHELL32.dll           75e2072b          635       146614
              DriveType C:\Windows\system32\SHELL32.dll           75e20713          635         5080
         SHBindToParent C:\Windows\system32\SHELL32.dll           75e1e760          200      2046809
         ILRemoveLastID C:\Windows\system32\SHELL32.dll           75e1e737          279         4409
SHBindToFolderIDListParentEx C:\Windows\system32\SHELL32.dll           75e1e62c         2621       150192
           ILFindLastID C:\Windows\system32\SHELL32.dll           75e1d343         6775      2664632
           ILCloneFirst C:\Windows\system32\SHELL32.dll           75e1c3a9        27879     13582792
            Ordinal_257 C:\Windows\system32\SHELL32.dll           75e1c2ad         1426      1168008
     SHCoCreateInstance C:\Windows\system32\SHELL32.dll           75e1bb51          218       111134
              ILCombine C:\Windows\system32\SHELL32.dll           75e1babc         1005        43578
      SHCLSIDFromString C:\Windows\system32\SHELL32.dll           75e1b7b5          266       446272
 SHGetKnownFolderIDList C:\Windows\system32\SHELL32.dll           75e1abc9          102       610108
         SHBindToObject C:\Windows\system32\SHELL32.dll           75e1a325          466       148378
                ILClone C:\Windows\system32\SHELL32.dll           75e19e96         3850      1140271
              ILGetSize C:\Windows\system32\SHELL32.dll           75e19e7e         5472        43776
                 ILFree C:\Windows\system32\SHELL32.dll           75e19509        47147      4721334
     SHParseDisplayName C:\Windows\system32\SHELL32.dll           75e18c03          130        11668
     SHGetDesktopFolder C:\Windows\system32\SHELL32.dll           75e18a01         1280       162245
           SHRestricted C:\Windows\system32\SHELL32.dll           75e17593        15394     13278250
        DllCanUnloadNow C:\Windows\system32\SHELL32.dll           75e15da1           93       947720
            Ordinal_259 C:\Windows\system32\SHELL32.dll           75e15901         4260       421470
          SHFormatDrive C:\Windows\system32\SHELL32.dll           75e15279            0         6160
      DllGetClassObject C:\Windows\system32\SHELL32.dll           75e142d5          473       477283
            Ordinal_759 C:\Windows\system32\SHELL32.dll           75e126b9            0          680
             Ordinal_93 C:\Windows\system32\SHELL32.dll           75e10927           27        45256
   SHCreateDirectoryExW C:\Windows\system32\SHELL32.dll           75e107fc           27         1996
            Ordinal_833 C:\Windows\system32\SHELL32.dll           75e10766         2221       255942
      SHGetFolderPathEx C:\Windows\system32\SHELL32.dll           75e106ff         2164        71412
RegenerateUserEnvironment C:\Windows\system32\SHELL32.dll           75e0ea7d            0      8252706
InternalExtractIconListA C:\Windows\system32\SHELL32.dll           75e0c7b1          177      9029405
            Ordinal_242 C:\Windows\system32\SHELL32.dll           75e0bba9          637        22036
            Ordinal_733 C:\Windows\system32\SHELL32.dll           75e0ad2a            0        76722
  SHGetDiskFreeSpaceExW C:\Windows\system32\SHELL32.dll           75e0abdd            8         4933
             IsNetDrive C:\Windows\system32\SHELL32.dll           75e09258          299      1258769
       SHGetFolderPathW C:\Windows\system32\SHELL32.dll           75e090cc         2122       230085
Shell_GetCachedImageIndexW C:\Windows\system32\SHELL32.dll           75e0856d          290        49453
            Ordinal_764 C:\Windows\system32\SHELL32.dll           75e07219          424       239865
        SHAppBarMessage C:\Windows\system32\SHELL32.dll           75e04b96            0       554102
     SHGetStockIconInfo C:\Windows\system32\SHELL32.dll           75e049e5            7          280
         SHGetImageList C:\Windows\system32\SHELL32.dll           75e047e3           57         3823
        SHExtractIconsW C:\Windows\system32\SHELL32.dll           75e04159           32        11756
      SHDefExtractIconW C:\Windows\system32\SHELL32.dll           75e03f8b           32         6762
            Ordinal_660 C:\Windows\system32\SHELL32.dll           75e02b54            1        19161
            Ordinal_704 C:\Windows\system32\SHELL32.dll           75e0221b           83        18434
        ShellExecuteExW C:\Windows\system32\SHELL32.dll           75dfffbd            0        20307
            Ordinal_866 C:\Windows\system32\SHELL32.dll           75dfe915          126       157149
         SHGetFileInfoW C:\Windows\system32\SHELL32.dll           75dfe445            1        10692
            Ordinal_723 C:\Windows\system32\SHELL32.dll           75df8839           40       473935
              PathIsExe C:\Windows\system32\SHELL32.dll           75df6de5           92       156831
  SHGetIDListFromObject C:\Windows\system32\SHELL32.dll           75df4f11          229       606297
SHCreateShellItemArrayFromIDLists C:\Windows\system32\SHELL32.dll           75df1c2f            3        80976
 SHCreateItemWithParent C:\Windows\system32\SHELL32.dll           75df06e4          100       179637
            Ordinal_757 C:\Windows\system32\SHELL32.dll           75df061d           68         2400
     CommandLineToArgvW C:\Windows\system32\SHELL32.dll           75df0227            0         1691
SHChangeNotification_Unlock C:\Windows\system32\SHELL32.dll           75def612            4         9390
SHChangeNotification_Lock C:\Windows\system32\SHELL32.dll           75def547            4          296
             ILIsParent C:\Windows\system32\SHELL32.dll           75def021           15        20985
SHBindToFolderIDListParent C:\Windows\system32\SHELL32.dll           75deed91           53        38367
            Ordinal_862 C:\Windows\system32\SHELL32.dll           75deed30          179         6981
              ILIsEqual C:\Windows\system32\SHELL32.dll           75deed0b          179         2327
      Shell_NotifyIconW C:\Windows\system32\SHELL32.dll           75dec808            0       626411
         SHChangeNotify C:\Windows\system32\SHELL32.dll           75debfcc            6       522193
    SHHandleUpdateImage C:\Windows\system32\SHELL32.dll           75deab65            0         6158
SHMapPIDLToSystemImageListIndex C:\Windows\system32\SHELL32.dll           75dea6bd           14        15442
                SHAlloc C:\Windows\system32\SHELL32.dll           75de8775            0        64636
SHEvaluateSystemCommandTemplate C:\Windows\system32\SHELL32.dll           75de7ff7            0         5829
       SHGetFolderPathA C:\Windows\system32\SHELL32.dll           75de7dd9            0         1021
   SHCloneSpecialIDList C:\Windows\system32\SHELL32.dll           75de5d87            1        23581
          OpenRegStream C:\Windows\system32\SHELL32.dll           75de56e4            0         3250
 SHChangeNotifyRegister C:\Windows\system32\SHELL32.dll           75de5258           13         7822
  SHGetInstanceExplorer C:\Windows\system32\SHELL32.dll           75de488f            0         4282
            Ordinal_719 C:\Windows\system32\SHELL32.dll           75de4161            0        17096
   SHGetPathFromIDListW C:\Windows\system32\SHELL32.dll           75de3919            8       257325
SHSetTemporaryPropertyForItem C:\Windows\system32\SHELL32.dll           75de3595            0         1023
SHCreateDefaultExtractIcon C:\Windows\system32\SHELL32.dll           75de1cc5           40        46780
            Ordinal_832 C:\Windows\system32\SHELL32.dll           75de17b6            0         4672
            Ordinal_787 C:\Windows\system32\SHELL32.dll           75de0fe9            0        13818
     SHILCreateFromPath C:\Windows\system32\SHELL32.dll           75de032a            0        39435
          IsUserAnAdmin C:\Windows\system32\SHELL32.dll           75ddfd61            0      1824248
       SHFileOperationW C:\Windows\system32\SHELL32.dll           75ddcd3e            0      2409500
 SHPathPrepareForWriteW C:\Windows\system32\SHELL32.dll           75dd81a9            0       300182
             Ordinal_65 C:\Windows\system32\SHELL32.dll           75dd5de9          128       188176
AssocGetDetailsOfPropKey C:\Windows\system32\SHELL32.dll           75dd5c43           74         2887
            Ordinal_777 C:\Windows\system32\SHELL32.dll           75dd32af            0        15474
       Shell_MergeMenus C:\Windows\system32\SHELL32.dll           75dd2dfe           90         2070
     SHCreateDataObject C:\Windows\system32\SHELL32.dll           75dd2c0d            0         1921
InitNetworkAddressControl C:\Windows\system32\SHELL32.dll           75dcd72b            0       937575
            Ordinal_724 C:\Windows\system32\SHELL32.dll           75dc293c            1       532236
SHGetFolderPathAndSubDirW C:\Windows\system32\SHELL32.dll           75dc28a7           13          715
     ILLoadFromStreamEx C:\Windows\system32\SHELL32.dll           75dc25cc           16         4966
            Ordinal_681 C:\Windows\system32\SHELL32.dll           75dbc718            9       433217
   SHGetDataFromIDListW C:\Windows\system32\SHELL32.dll           75db7167            7       138001
            Ordinal_823 C:\Windows\system32\SHELL32.dll           75db6961           56       165507
SHCreateShellFolderView C:\Windows\system32\SHELL32.dll           75db584c            4         9533
SHCreateShellItemArrayFromDataObject C:\Windows\system32\SHELL32.dll           75db4f02            0         1846
 SHCreateShellItemArray C:\Windows\system32\SHELL32.dll           75db3064           37        87651
SHCreateShellItemArrayFromShellItem C:\Windows\system32\SHELL32.dll           75db2fb5           36         2736
            Ordinal_241 C:\Windows\system32\SHELL32.dll           75db1799            2       373578
            Ordinal_740 C:\Windows\system32\SHELL32.dll           75db1688            3          454
   SHGetKnownFolderPath C:\Windows\system32\SHELL32.dll           75dadcb0            0         2343
            Ordinal_849 C:\Windows\system32\SHELL32.dll           75dadb6d            6           96
                StrChrW C:\Windows\system32\SHELL32.dll           75dacd8d            0          559
            SHGetMalloc C:\Windows\system32\SHELL32.dll           75daa412            0        59797
   SHGetPathFromIDListA C:\Windows\system32\SHELL32.dll           75daa0fa            0          438
      SHAddToRecentDocs C:\Windows\system32\SHELL32.dll           75da81f3            1         1056
            Ordinal_244 C:\Windows\system32\SHELL32.dll           75da6e1e            0            6
       ILCreateFromPath C:\Windows\system32\SHELL32.dll           75da2a57            0           10
SHCreateAssociationRegistration C:\Windows\system32\SHELL32.dll           75d9d77e            0            4
            PathResolve C:\Windows\system32\SHELL32.dll           75d9c3fb            0          483
          SHValidateUNC C:\Windows\system32\SHELL32.dll           75d988e5            0          477
          DllGetVersion C:\Windows\system32\SHELL32.dll           75d95e58            0        37881
            Ordinal_852 C:\Windows\system32\SHELL32.dll           75d9524f            0            6
            Ordinal_355 C:\Windows\system32\SHLWAPI.dll           75d6f9f1            2          112
          SHRegGetPathW C:\Windows\system32\SHLWAPI.dll           75d6d9e0            5          150
               StrCmpNA C:\Windows\system32\SHLWAPI.dll           75d5e6af            0         4164
            Ordinal_633 C:\Windows\system32\SHLWAPI.dll           75d5d67c            1           11
     PathFindExtensionA C:\Windows\system32\SHLWAPI.dll           75d5d331            2          944
     StrFormatByteSizeW C:\Windows\system32\SHLWAPI.dll           75d5d311            5           50
            Ordinal_209 C:\Windows\system32\SHLWAPI.dll           75d5d245            0            2
            Ordinal_522 C:\Windows\system32\SHLWAPI.dll           75d5cd53            4         2704
            Ordinal_526 C:\Windows\system32\SHLWAPI.dll           75d5ccf8            4          128
            Ordinal_535 C:\Windows\system32\SHLWAPI.dll           75d5ccac           11          297
            Ordinal_613 C:\Windows\system32\SHLWAPI.dll           75d5cc0a            4          212
            Ordinal_532 C:\Windows\system32\SHLWAPI.dll           75d5cbb3           12          372
            Ordinal_499 C:\Windows\system32\SHLWAPI.dll           75d5c982           44         8781
            Ordinal_497 C:\Windows\system32\SHLWAPI.dll           75d5c92f           20          580
            Ordinal_167 C:\Windows\system32\SHLWAPI.dll           75d5c8a1           16          896
            Ordinal_283 C:\Windows\system32\SHLWAPI.dll           75d5c7f0            4          699
            Ordinal_281 C:\Windows\system32\SHLWAPI.dll           75d5c74d           12          776
ConnectToConnectionPoint C:\Windows\system32\SHLWAPI.dll           75d5c65e          127         8028
          IStream_Write C:\Windows\system32\SHLWAPI.dll           75d5c591           68        16450
            Ordinal_288 C:\Windows\system32\SHLWAPI.dll           75d5c489           29         3257
     SHRegDuplicateHKey C:\Windows\system32\SHLWAPI.dll           75d5c3cd            2         1376
    StrFormatByteSizeEx C:\Windows\system32\SHLWAPI.dll           75d5c398            0           10
          ColorHLSToRGB C:\Windows\system32\SHLWAPI.dll           75d5c2c2            2           58
          ColorRGBToHLS C:\Windows\system32\SHLWAPI.dll           75d5c21b            2          114
            Ordinal_382 C:\Windows\system32\SHLWAPI.dll           75d5bfdf            0          126
            Ordinal_179 C:\Windows\system32\SHLWAPI.dll           75d5bf65            0           84
            Ordinal_282 C:\Windows\system32\SHLWAPI.dll           75d5bf45           12          156
            Ordinal_192 C:\Windows\system32\SHLWAPI.dll           75d5bedf          120         3544
            Ordinal_640 C:\Windows\system32\SHLWAPI.dll           75d5bbae            0          352
        PathIsSameRootW C:\Windows\system32\SHLWAPI.dll           75d5ba80            0           18
            Ordinal_478 C:\Windows\system32\SHLWAPI.dll           75d5b6d2           21       155750
    PathIsSystemFolderA C:\Windows\system32\SHLWAPI.dll           75d5b6a2            4           68
            Ordinal_481 C:\Windows\system32\SHLWAPI.dll           75d5b633          122         4242
           PathCombineA C:\Windows\system32\SHLWAPI.dll           75d5b227            0          891
            Ordinal_638 C:\Windows\system32\SHLWAPI.dll           75d5ad8e          184         7061
            Ordinal_317 C:\Windows\system32\SHLWAPI.dll           75d5ab83            1       486151
    PathRelativePathToW C:\Windows\system32\SHLWAPI.dll           75d5a9f4            0           12
       IStream_WriteStr C:\Windows\system32\SHLWAPI.dll           75d56261            0            4
               StrCmpCW C:\Windows\system32\SHLWAPI.dll           75d56146         3547       429491
              ParseURLW C:\Windows\system32\SHLWAPI.dll           75d560a0           32         1392
              StrCmpICW C:\Windows\system32\SHLWAPI.dll           75d55bae        11183      1011934
             StrCmpNICW C:\Windows\system32\SHLWAPI.dll           75d55b5b          353       165472
                   IsOS C:\Windows\system32\SHLWAPI.dll           75d55b01           98         2221
            Ordinal_583 C:\Windows\system32\SHLWAPI.dll           75d51412            0       226239
           IStream_Size C:\Windows\system32\SHLWAPI.dll           75d51145           21          777
                StrStrW C:\Windows\system32\SHLWAPI.dll           75d510ec           51         1641
            Ordinal_316 C:\Windows\system32\SHLWAPI.dll           75d51084           88         3168
            Ordinal_446 C:\Windows\system32\SHLWAPI.dll           75d50f4d            3          117
            Ordinal_162 C:\Windows\system32\SHLWAPI.dll           75d50ee5           42         2302
           StrRetToStrW C:\Windows\system32\SHLWAPI.dll           75d50e29           94         3676
  IUnknown_QueryService C:\Windows\system32\SHLWAPI.dll           75d50da1         2230       104229
       IUnknown_SetSite C:\Windows\system32\SHLWAPI.dll           75d50d28          684        28034
   PathRemoveBackslashW C:\Windows\system32\SHLWAPI.dll           75d50cbb         1440        52936
              StrCmpICA C:\Windows\system32\SHLWAPI.dll           75d50c1f           64         5224
               StrTrimW C:\Windows\system32\SHLWAPI.dll           75d50b1a           40        12349
            Ordinal_365 C:\Windows\system32\SHLWAPI.dll           75d50a49         3516       524487
            Ordinal_456 C:\Windows\system32\SHLWAPI.dll           75d509ec         1232        33079
         PathBuildRootA C:\Windows\system32\SHLWAPI.dll           75d509b9           61          976
            Ordinal_216 C:\Windows\system32\SHLWAPI.dll           75d50914          589        34751
        SHAnsiToUnicode C:\Windows\system32\SHLWAPI.dll           75d508f6          589         5890
            Ordinal_461 C:\Windows\system32\SHLWAPI.dll           75d508a3         4158        91443
             Ordinal_24 C:\Windows\system32\SHLWAPI.dll           75d50746         1201       473643
         PathBuildRootW C:\Windows\system32\SHLWAPI.dll           75d5070c          702        11232
            Ordinal_266 C:\Windows\system32\SHLWAPI.dll           75d506d8        15395     19796803
            Ordinal_618 C:\Windows\system32\SHLWAPI.dll           75d505cc        12991      1194144
           IUnknown_Set C:\Windows\system32\SHLWAPI.dll           75d504ce         2344      1344657
 IUnknown_AtomicRelease C:\Windows\system32\SHLWAPI.dll           75d504af         2070        22770
     PathFindExtensionW C:\Windows\system32\SHLWAPI.dll           75d50434         2474        75485
            PathAppendW C:\Windows\system32\SHLWAPI.dll           75d50316          478       629391
    PathRemoveFileSpecW C:\Windows\system32\SHLWAPI.dll           75d4fe99           55       317119
                StrCmpW C:\Windows\system32\SHLWAPI.dll           75d4fc8e           96       461537
               StrCmpNW C:\Windows\system32\SHLWAPI.dll           75d4fc6a          171         1881
             PathIsUNCW C:\Windows\system32\SHLWAPI.dll           75d4fc38          659        36212
            SHGetValueW C:\Windows\system32\SHLWAPI.dll           75d4fbbd         4093        53209
        SHQueryValueExW C:\Windows\system32\SHLWAPI.dll           75d4fb94          584         7592
              StrCmpNIW C:\Windows\system32\SHLWAPI.dll           75d4fb70         1220        13420
                StrDupW C:\Windows\system32\SHLWAPI.dll           75d4fb2d         1458        40824
                StrChrW C:\Windows\system32\SHLWAPI.dll           75d4fb01         1403        97835
         SHRegGetValueW C:\Windows\system32\SHLWAPI.dll           75d4f424         6035      2088694
      PathFindFileNameW C:\Windows\system32\SHLWAPI.dll           75d4f32f          722       478494
              SHStrDupW C:\Windows\system32\SHLWAPI.dll           75d4f2d2         2158        66899
               QISearch C:\Windows\system32\SHLWAPI.dll           75d4f255        42682      3017676
            Ordinal_269 C:\Windows\system32\SHLWAPI.dll           75d4f0c0          409        60739
            Ordinal_270 C:\Windows\system32\SHLWAPI.dll           75d4f07d          409        10225
            Ordinal_218 C:\Windows\system32\SHLWAPI.dll           75d4ef40          657       344232
        SHUnicodeToAnsi C:\Windows\system32\SHLWAPI.dll           75d4ef22          657         6570
        PathIsRelativeW C:\Windows\system32\SHLWAPI.dll           75d4ee26          116      2729117
    PathGetDriveNumberW C:\Windows\system32\SHLWAPI.dll           75d4edc5          754        17859
            Ordinal_632 C:\Windows\system32\SHLWAPI.dll           75d4ed57        38601      1466174
            Ordinal_460 C:\Windows\system32\SHLWAPI.dll           75d4ed2b          268         3752
               StrStrIW C:\Windows\system32\SHLWAPI.dll           75d4eca7          431        26767
               StrChrIW C:\Windows\system32\SHLWAPI.dll           75d4ec75         1139        74940
               ChrCmpIW C:\Windows\system32\SHLWAPI.dll           75d4ec29        22192       510416
               StrCmpIW C:\Windows\system32\SHLWAPI.dll           75d4ec0a        22687       249557
            Ordinal_271 C:\Windows\system32\SHLWAPI.dll           75d4cd97           20      1625226
           StrRetToBSTR C:\Windows\system32\SHLWAPI.dll           75d4c9b9           42         1134
            PathIsRootW C:\Windows\system32\SHLWAPI.dll           75d4c900          523        13661
     PathIsNetworkPathW C:\Windows\system32\SHLWAPI.dll           75d4c8c3          299         5382
         SHCreateThread C:\Windows\system32\SHLWAPI.dll           75d4c730            5         1610
            Ordinal_197 C:\Windows\system32\SHLWAPI.dll           75d4c5e0            0          370
           PathCombineW C:\Windows\system32\SHLWAPI.dll           75d4c543           20          532
        PathFileExistsW C:\Windows\system32\SHLWAPI.dll           75d4c42c            1           25
