              Procedure           Image            Address        Calls Instructions
VariantToBooleanWithDefault C:\Windows\system32\PROPSYS.dll           73908480            8       124919
    PropVariantToUInt64 C:\Windows\system32\PROPSYS.dll           739080df            4        17153
      PropVariantToBSTR C:\Windows\system32\PROPSYS.dll           73908066            1           33
  PropVariantToFileTime C:\Windows\system32\PROPSYS.dll           73907fb1            6          404
        VariantToUInt32 C:\Windows\system32\PROPSYS.dll           73907e68            6         4651
   VariantToStringAlloc C:\Windows\system32\PROPSYS.dll           73907d6a           44         2396
        VariantToBuffer C:\Windows\system32\PROPSYS.dll           73907ca8           29         1885
            Ordinal_421 C:\Windows\system32\PROPSYS.dll           73907612          144       239516
PropVariantToUInt64WithDefault C:\Windows\system32\PROPSYS.dll           7390739f            3           69
PropVariantGetStringElem C:\Windows\system32\PROPSYS.dll           73907249            0          108
InitPropVariantFromResource C:\Windows\system32\PROPSYS.dll           739060d3            0           12
PSCreatePropertyStoreFromPropertySetStorage C:\Windows\system32\PROPSYS.dll           739052b9            5         1322
InitVariantFromVariantArrayElem C:\Windows\system32\PROPSYS.dll           73904875            0         3255
            Ordinal_418 C:\Windows\system32\PROPSYS.dll           73903730            0          318
PropVariantToBooleanWithDefault C:\Windows\system32\PROPSYS.dll           73903265            0         2850
InitPropVariantFromStringAsVector C:\Windows\system32\PROPSYS.dll           73902dd3            1          443
InitPropVariantFromPropVariantVectorElem C:\Windows\system32\PROPSYS.dll           73902411            0         4569
VariantToStringWithDefault C:\Windows\system32\PROPSYS.dll           7390225d           64         4756
PSPropertyKeyFromString C:\Windows\system32\PROPSYS.dll           739002af            0      1581864
PSGetPropertyDescriptionByName C:\Windows\system32\PROPSYS.dll           7390011c          791       127351
          VariantToGUID C:\Windows\system32\PROPSYS.dll           738fffc5           14      1271336
            Ordinal_410 C:\Windows\system32\PROPSYS.dll           738f3270           41        24082
StgDeserializePropVariant C:\Windows\system32\PROPSYS.dll           738f2f46           41        10634
StgSerializePropVariant C:\Windows\system32\PROPSYS.dll           738f1da1           11        33057
         VariantToInt32 C:\Windows\system32\PROPSYS.dll           738f09b7            3       562517
VariantToInt32WithDefault C:\Windows\system32\PROPSYS.dll           738f0972            3           72
            Ordinal_408 C:\Windows\system32\PROPSYS.dll           738f056d           33        11518
PSEnumeratePropertyDescriptions C:\Windows\system32\PROPSYS.dll           738f0141            7      1508689
            Ordinal_416 C:\Windows\system32\PROPSYS.dll           738ef9a1           89       873839
       VariantToBoolean C:\Windows\system32\PROPSYS.dll           738ef911            8          264
    PropVariantToBuffer C:\Windows\system32\PROPSYS.dll           738ef877            0           42
   PropVariantToBoolean C:\Windows\system32\PROPSYS.dll           738ef699            0         4699
PropVariantToUInt32WithDefault C:\Windows\system32\PROPSYS.dll           738ef654           48         1152
  InitVariantFromBuffer C:\Windows\system32\PROPSYS.dll           738eebf7           25       442443
PSStringFromPropertyKey C:\Windows\system32\PROPSYS.dll           738ee9db           16         2446
PropVariantToInt32WithDefault C:\Windows\system32\PROPSYS.dll           738ee996           74         1776
     PropVariantToInt32 C:\Windows\system32\PROPSYS.dll           738ee935           74         2664
    PropVariantToUInt32 C:\Windows\system32\PROPSYS.dll           738ee8d3          415        14525
      DllGetClassObject C:\Windows\system32\PROPSYS.dll           738edcbd           32       471509
 unnamedImageEntryPoint C:\Windows\system32\PROPSYS.dll           738ecc2a            1       481507
PSLookupPropertyHandlerCLSID C:\Windows\system32\PROPSYS.dll           738e8f08            8        67048
  PropVariantChangeType C:\Windows\system32\PROPSYS.dll           738e89f1          176        53454
         VariantCompare C:\Windows\system32\PROPSYS.dll           738e87d0           74         3322
   PropVariantCompareEx C:\Windows\system32\PROPSYS.dll           738e85f4           86         9752
     PSFormatForDisplay C:\Windows\system32\PROPSYS.dll           738e8423          862       133254
PropVariantToStringAlloc C:\Windows\system32\PROPSYS.dll           738e7ebd           63       497377
PSGetNameFromPropertyKey C:\Windows\system32\PROPSYS.dll           738e7cc0           52       104077
InitPropVariantFromBuffer C:\Windows\system32\PROPSYS.dll           738e7b37            4       341501
PropVariantToStringWithDefault C:\Windows\system32\PROPSYS.dll           738e77d9         1294      1438789
PSCreateMemoryPropertyStore C:\Windows\system32\PROPSYS.dll           738e74ac          115       175764
            Ordinal_407 C:\Windows\system32\PROPSYS.dll           738e7135            0        78767
   VariantToPropVariant C:\Windows\system32\PROPSYS.dll           738e6e9a           90       389567
   PropVariantToVariant C:\Windows\system32\PROPSYS.dll           738e6c6d          198       115456
PSCreatePropertyStoreFromObject C:\Windows\system32\PROPSYS.dll           738e6160         2477       626206
PSCreateMultiplexPropertyStore C:\Windows\system32\PROPSYS.dll           738e6132          448         6720
InitPropVariantFromFileTime C:\Windows\system32\PROPSYS.dll           738e56a5           45       784165
            Ordinal_400 C:\Windows\system32\PROPSYS.dll           738e506f          443       434080
            Ordinal_417 C:\Windows\system32\PROPSYS.dll           738e4ee1          443        55755
PSGetPropertyDescription C:\Windows\system32\PROPSYS.dll           738e44e0         1716       666141
    PSGetPropertySystem C:\Windows\system32\PROPSYS.dll           738e425a         3455      1233775
PropVariantGetElementCount C:\Windows\system32\PROPSYS.dll           738e3fc5         5123       527461
        DllCanUnloadNow C:\Windows\system32\PROPSYS.dll           738e3371            1      8531353
                  .text C:\Windows\system32\PROPSYS.dll           738e1000            0      1130232
            Ordinal_134 C:\Windows\system32\BROWSEUI.dll           725add86            0            6
            Ordinal_137 C:\Windows\system32\BROWSEUI.dll           72582b58            0         7192
            Ordinal_120 C:\Windows\system32\BROWSEUI.dll           7257d4cb            0          219
            Ordinal_126 C:\Windows\system32\BROWSEUI.dll           7255783a            0        18710
            Ordinal_123 C:\Windows\system32\BROWSEUI.dll           72534e48            0       627165
        DllCanUnloadNow C:\Windows\system32\BROWSEUI.dll           7252cf00            1        18478
      DllGetClassObject C:\Windows\system32\BROWSEUI.dll           72526499           28       286638
 unnamedImageEntryPoint C:\Windows\system32\BROWSEUI.dll           7252446a            1        32880
            Ordinal_139 C:\Windows\system32\BROWSEUI.dll           72523f3e            1         1002
            Ordinal_118 C:\Windows\system32\BROWSEUI.dll           72523c5a            0          102
             Ordinal_52 C:\Windows\system32\iertutil.dll           76fd24d6            0           76
             Ordinal_32 C:\Windows\system32\iertutil.dll           76fd1793            0          183
            Ordinal_110 C:\Windows\system32\iertutil.dll           76fd1773            4           40
             Ordinal_81 C:\Windows\system32\iertutil.dll           76fd1700            0           88
 unnamedImageEntryPoint C:\Windows\system32\iertutil.dll           76fd1350           47         2846
                  .text C:\Windows\system32\iertutil.dll           76fd1000            0         3179
            Ordinal_142 C:\Windows\system32\ieframe.dll           719093ad            4           88
        DllCanUnloadNow C:\Windows\system32\ieframe.dll           7187f057            1         1619
            Ordinal_141 C:\Windows\system32\ieframe.dll           7187cd71            0         3684
            Ordinal_172 C:\Windows\system32\ieframe.dll           7187ad10            2          210
      DllGetClassObject C:\Windows\system32\ieframe.dll           7187979d            2         6266
            Ordinal_137 C:\Windows\system32\ieframe.dll           71877ba0            2          322
            Ordinal_159 C:\Windows\system32\ieframe.dll           71877425            4          360
 unnamedImageEntryPoint C:\Windows\system32\ieframe.dll           71873411            1         6076
                  .text C:\Windows\system32\ieframe.dll           71871000            0         1036
OpenComponentLibraryOnMemEx C:\Windows\system32\CLBCatQ.DLL           76a4242b            0       315961
 OpenComponentLibraryEx C:\Windows\system32\CLBCatQ.DLL           76a42362            1           32
?GetDataConvertObject@@YGPAVCGetDataConversion@@XZ C:\Windows\system32\CLBCatQ.DLL           76a41805            0        61320
?DestroyStgDatabase@@YGXPAVStgDatabase@@@Z C:\Windows\system32\CLBCatQ.DLL           76a40ffa            0        39437
?GetStgDatabase@@YGJPAPAVStgDatabase@@@Z C:\Windows\system32\CLBCatQ.DLL           76a40fd4            1           12
?ClearList@@YGXPAVCStructArray@@@Z C:\Windows\system32\CLBCatQ.DLL           76a3f800            0        21499
?OpenComponentLibraryTS@@YGJPBGJPAPAUIComponentRecords@@@Z C:\Windows\system32\CLBCatQ.DLL           76a3f360            1        22009
           CoRegCleanup C:\Windows\system32\CLBCatQ.DLL           76a3e8c9            0        95307
        DllCanUnloadNow C:\Windows\system32\CLBCatQ.DLL           76a3bf0d            0         1454
           DowngradeAPL C:\Windows\system32\CLBCatQ.DLL           76a397b0            0         5415
              SetupSave C:\Windows\system32\CLBCatQ.DLL           76a37d9e            0           70
ComPlusEnableRemoteAccess C:\Windows\system32\CLBCatQ.DLL           76a2fe66            0          486
      GetCatalogObject2 C:\Windows\system32\CLBCatQ.DLL           76a1364a            1        30192
       GetCatalogObject C:\Windows\system32\CLBCatQ.DLL           76a12c1a            1           96
 unnamedImageEntryPoint C:\Windows\system32\CLBCatQ.DLL           76a1232e            1          286
                  .text C:\Windows\system32\CLBCatQ.DLL           76a11000            0        53317
 unnamedImageEntryPoint C:\Windows\System32\dhcpcsvc6.DLL           753729aa            1          267
    Dhcpv6FreeLeaseInfo C:\Windows\System32\dhcpcsvc6.DLL           75371ce9            0          106
                  .text C:\Windows\System32\dhcpcsvc6.DLL           75371000            0           51
 unnamedImageEntryPoint C:\Windows\System32\WINNSI.DLL           753a2bf2            1           60
NsiDisconnectFromServer C:\Windows\System32\WINNSI.DLL           753a267f            0          197
         GetUserNameExW C:\Windows\System32\Secur32.dll           75b9223b            2          381
 unnamedImageEntryPoint C:\Windows\System32\Secur32.dll           75b91235            1          258
                  .text C:\Windows\System32\Secur32.dll           75b91000            0           40
      Reg_ReadGlobalsEx C:\Windows\System32\DNSAPI.dll           7563fe6b            1         1291
    Socket_CacheCleanup C:\Windows\System32\DNSAPI.dll           7563f9b4            0         8688
 unnamedImageEntryPoint C:\Windows\System32\DNSAPI.dll           7563f63d            1          101
         Reg_GetValueEx C:\Windows\System32\DNSAPI.dll           7563f329            2          437
    Send_MessagePrivate C:\Windows\System32\DNSAPI.dll           7563e3ca            0         1324
           NetInfo_Free C:\Windows\System32\DNSAPI.dll           75632c4c            0           32
       DnsNameCompare_W C:\Windows\System32\DNSAPI.dll           75632c1e            0          175
 unnamedImageEntryPoint C:\Windows\System32\dhcpcsvc.DLL           753b41f1            1          358
          DhcpIsEnabled C:\Windows\System32\dhcpcsvc.DLL           753b36b1            0           90
                  .text C:\Windows\System32\dhcpcsvc.DLL           753b1000            0           46
 unnamedImageEntryPoint C:\Windows\System32\iphlpapi.dll           753f57a1            1          122
   GetAdaptersAddresses C:\Windows\System32\iphlpapi.dll           753f4e2a            0          115
 unnamedImageEntryPoint C:\Windows\system32\NSI.dll           775c16b8            1           74
             WSACleanup C:\Windows\system32\WS2_32.dll           75d0d4e4            1           29
    WahOpenHandleHelper C:\Windows\system32\WS2_32.dll           75d0c7e6            0          399
WahCreateHandleContextTable C:\Windows\system32\WS2_32.dll           75d0bccc            1         2041
       WahOpenApcHelper C:\Windows\system32\WS2_32.dll           75d0a910            1        82846
             WSAStartup C:\Windows\system32\WS2_32.dll           75d0a639            2          317
            WSANSPIoctl C:\Windows\system32\WS2_32.dll           75d09e1f            0        16126
      WahCloseApcHelper C:\Windows\system32\WS2_32.dll           75d0998d            1          680
WahEnumerateHandleContexts C:\Windows\system32\WS2_32.dll           75d095e1            1         2714
      WSAEnumProtocolsW C:\Windows\system32\WS2_32.dll           75d09271            0         1034
    WSAStringToAddressW C:\Windows\system32\WS2_32.dll           75d06891            0          247
   WahOpenCurrentThread C:\Windows\system32\WS2_32.dll           75d063f9            1          544
              inet_addr C:\Windows\system32\WS2_32.dll           75d061eb            0           96
                 socket C:\Windows\system32\WS2_32.dll           75d036d1            0           74
        WSAGetLastError C:\Windows\system32\WS2_32.dll           75d03035            0         5239
 unnamedImageEntryPoint C:\Windows\system32\WS2_32.dll           75d01434           47         3132
                  .text C:\Windows\system32\WS2_32.dll           75d01000            0         6820
 unnamedImageEntryPoint C:\Windows\SurfGd.dll           1b9fae33           47        59467
             SG_Control C:\Windows\SurfGd.dll           1b9f7e2a            0        46481
                  .text C:\Windows\SurfGd.dll           1b9f1000            0          473
AccessibleObjectFromPoint C:\Windows\System32\OLEACC.dll           740fc7d9            0        11011
      DllGetClassObject C:\Windows\System32\OLEACC.dll           740fa3a6            4          315
           GetRoleTextW C:\Windows\System32\OLEACC.dll           740f9135            0          174
        DllCanUnloadNow C:\Windows\System32\OLEACC.dll           740f8665            1          233
     AccessibleChildren C:\Windows\System32\OLEACC.dll           740f6dc5            0         1987
      LresultFromObject C:\Windows\System32\OLEACC.dll           740f3264            0          821
      ObjectFromLresult C:\Windows\System32\OLEACC.dll           740f267d            0         1567
    LIBID_Accessibility C:\Windows\System32\OLEACC.dll           740f25b8            0          366
 unnamedImageEntryPoint C:\Windows\System32\OLEACC.dll           740f1721            1          348
                  .text C:\Windows\System32\OLEACC.dll           740f1000            0         1380
 unnamedImageEntryPoint C:\Windows\System32\WINMM.dll           74303419            1          681
             PlaySoundW C:\Windows\System32\WINMM.dll           74302b66            0           82
                  .text C:\Windows\System32\WINMM.dll           74301000            0          332
 unnamedImageEntryPoint C:\Windows\System32\IPGate.dll           1b1036f6           47       103733
                  Start C:\Windows\System32\IPGate.dll           1b1021e0            0         9528
                  .text C:\Windows\System32\IPGate.dll           1b101000            0       110418
 unnamedImageEntryPoint C:\Windows\System32\SysHook.dll           1acbd58d           47       177990
        InstallLaunchEv C:\Windows\System32\SysHook.dll           1acb12e0            0        46138
      UninstallLaunchEv C:\Windows\System32\SysHook.dll           1acb1110            0        26707
                  .text C:\Windows\System32\SysHook.dll           1acb1000            5          213
             Ordinal_13 C:\Windows\system32\uxtheme.dll           749cdda1            0          374
 GetThemePropertyOrigin C:\Windows\system32\uxtheme.dll           749c224d            6         1929
  BufferedPaintSetAlpha C:\Windows\system32\uxtheme.dll           749c203e            0          852
             Ordinal_20 C:\Windows\system32\uxtheme.dll           749c0a7e            0          662
        OpenThemeDataEx C:\Windows\system32\uxtheme.dll           749bdc08            0       154058
         GetWindowTheme C:\Windows\system32\uxtheme.dll           749bd466            0         2334
 HitTestThemeBackground C:\Windows\system32\uxtheme.dll           749bb1a8           13        88911
             Ordinal_32 C:\Windows\system32\uxtheme.dll           749b901b            0         1523
           GetThemeRect C:\Windows\system32\uxtheme.dll           749b2251            0           28
         GetThemeMetric C:\Windows\system32\uxtheme.dll           749b1fca            0           76
             Ordinal_76 C:\Windows\system32\uxtheme.dll           749b142a            0         2477
    GetCurrentThemeName C:\Windows\system32\uxtheme.dll           749b11fa           17         1185
       ThemeInitApiHook C:\Windows\system32\uxtheme.dll           749b03c4            4         3307
         GetThemeBitmap C:\Windows\system32\uxtheme.dll           749aff6d            2          437
 unnamedImageEntryPoint C:\Windows\system32\uxtheme.dll           749aeb31            1         1960
      BufferedPaintInit C:\Windows\system32\uxtheme.dll           749ae8d2           21         1032
BufferedPaintStopAllAnimations C:\Windows\system32\uxtheme.dll           749ae1b6           15        44338
    BufferedPaintUnInit C:\Windows\system32\uxtheme.dll           749ae18c           21          315
GetThemeBackgroundRegion C:\Windows\system32\uxtheme.dll           749ade85            4          385
  DrawThemeBackgroundEx C:\Windows\system32\uxtheme.dll           749ad7a8          278        57484
GetThemeTransitionDuration C:\Windows\system32\uxtheme.dll           749ad67a          262        78262
           GetThemeFont C:\Windows\system32\uxtheme.dll           749ad516          150         6717
         SetWindowTheme C:\Windows\system32\uxtheme.dll           749ad3fe           69         9102
EnableThemeDialogTexture C:\Windows\system32\uxtheme.dll           749ad043           12       274476
           GetThemeBool C:\Windows\system32\uxtheme.dll           749aa886          243       537597
     IsThemePartDefined C:\Windows\system32\uxtheme.dll           749aa43a          156        45035
             Ordinal_49 C:\Windows\system32\uxtheme.dll           749a9e11          105       132247
        GetThemeMargins C:\Windows\system32\uxtheme.dll           749a9617          129       642643
          OpenThemeData C:\Windows\system32\uxtheme.dll           749a92e5          242       260019
       GetThemePartSize C:\Windows\system32\uxtheme.dll           749a921c          295        19547
      GetThemeEnumValue C:\Windows\system32\uxtheme.dll           749a91c4          183         5307
             Ordinal_43 C:\Windows\system32\uxtheme.dll           749a8cc1         1008       957757
         CloseThemeData C:\Windows\system32\uxtheme.dll           749a896a          369        27074
IsThemeBackgroundPartiallyTransparent C:\Windows\system32\uxtheme.dll           749a809d          362       779598
  GetThemeAppProperties C:\Windows\system32\uxtheme.dll           749a7a5c           14      2264294
             Ordinal_44 C:\Windows\system32\uxtheme.dll           749a78ce           93         4506
            IsAppThemed C:\Windows\system32\uxtheme.dll           749a775e           36         6029
          IsThemeActive C:\Windows\system32\uxtheme.dll           749a769e           37         2294
        DrawThemeTextEx C:\Windows\system32\uxtheme.dll           749a75e8           92         5596
    GetThemeTextMetrics C:\Windows\system32\uxtheme.dll           749a7438           47         6509
GetThemeBackgroundExtent C:\Windows\system32\uxtheme.dll           749a734c          574        41478
     BufferedPaintClear C:\Windows\system32\uxtheme.dll           749a715f          123        33780
DrawThemeParentBackground C:\Windows\system32\uxtheme.dll           749a707f          411        12465
DrawThemeParentBackgroundEx C:\Windows\system32\uxtheme.dll           749a6e65          538        91587
 BeginBufferedAnimation C:\Windows\system32\uxtheme.dll           749a6d72          131        11659
BufferedPaintRenderAnimation C:\Windows\system32\uxtheme.dll           749a6cc1          471        26441
GetThemeBackgroundContentRect C:\Windows\system32\uxtheme.dll           749a66ec          342       190580
   GetBufferedPaintBits C:\Windows\system32\uxtheme.dll           749a4c6b          105      2421689
     BeginBufferedPaint C:\Windows\system32\uxtheme.dll           749a4a67          323       115887
   EndBufferedAnimation C:\Windows\system32\uxtheme.dll           749a448c          448       254557
          DrawThemeText C:\Windows\system32\uxtheme.dll           749a405e          252       172053
    DrawThemeBackground C:\Windows\system32\uxtheme.dll           749a3701         1758       736579
     GetThemeTextExtent C:\Windows\system32\uxtheme.dll           749a357c          141        41519
    IsCompositionActive C:\Windows\system32\uxtheme.dll           749a3309          117       420100
             Ordinal_45 C:\Windows\system32\uxtheme.dll           749a21ab          253      3525044
             Ordinal_25 C:\Windows\system32\uxtheme.dll           749a1ffd            0      1397015
    EnumerateTraceGuids C:\Windows\system32\ADVAPI32.dll           7765becd            0           46
           RegSetValueW C:\Windows\system32\ADVAPI32.dll           7765507c            0        12821
            RegEnumKeyW C:\Windows\system32\ADVAPI32.dll           7764fc63          220      3351026
    GetTokenInformation C:\Windows\system32\ADVAPI32.dll           7764fc09          377        47661
          RegEnumKeyExW C:\Windows\system32\ADVAPI32.dll           7764faf8          629        42468
       OpenProcessToken C:\Windows\system32\ADVAPI32.dll           7764f977          230        55334
        OpenThreadToken C:\Windows\system32\ADVAPI32.dll           7764f91c         2737        47285
       RegQueryValueExW C:\Windows\system32\ADVAPI32.dll           7764f79f         6408       513864
            RegCloseKey C:\Windows\system32\ADVAPI32.dll           7764f429         3896      1136012
          RegOpenKeyExW C:\Windows\system32\ADVAPI32.dll           7764f09d         5636      1058309
 unnamedImageEntryPoint C:\Windows\system32\ADVAPI32.dll           776488cf           46      1213576
GetKernelObjectSecurity C:\Windows\system32\ADVAPI32.dll           77648211            0         2843
                 GetAce C:\Windows\system32\ADVAPI32.dll           776481aa            3           39
   CheckTokenMembership C:\Windows\system32\ADVAPI32.dll           77644524            8         1273
         DuplicateToken C:\Windows\system32\ADVAPI32.dll           77644237            8           96
       DuplicateTokenEx C:\Windows\system32\ADVAPI32.dll           7764412d            8          280
           GetLengthSid C:\Windows\system32\ADVAPI32.dll           77644114           12           84
                FreeSid C:\Windows\system32\ADVAPI32.dll           77644103           10           50
AllocateAndInitializeSid C:\Windows\system32\ADVAPI32.dll           776440c3           10          210
LsaQueryInformationPolicy C:\Windows\system32\ADVAPI32.dll           77643da8            6          265
               LsaClose C:\Windows\system32\ADVAPI32.dll           77643d0e            4          128
            RegOpenKeyW C:\Windows\system32\ADVAPI32.dll           77643cb0          111         2292
 ConvertStringSidToSidA C:\Windows\system32\ADVAPI32.dll           776431f6            0        10752
     CreateWellKnownSid C:\Windows\system32\ADVAPI32.dll           77642edb            0          114
          LsaFreeMemory C:\Windows\system32\ADVAPI32.dll           77642c51            8         4237
          LsaOpenPolicy C:\Windows\system32\ADVAPI32.dll           77642b5d            4          269
   GetSidLengthRequired C:\Windows\system32\ADVAPI32.dll           7763d80b            3         2039
    AddAccessAllowedAce C:\Windows\system32\ADVAPI32.dll           7763d7e0            4           56
SetSecurityDescriptorDacl C:\Windows\system32\ADVAPI32.dll           7763d7b5            2           28
       RegQueryValueExA C:\Windows\system32\ADVAPI32.dll           7763d639          375        34693
          RegOpenKeyExA C:\Windows\system32\ADVAPI32.dll           7763d4e8          224        17568
          InitializeAcl C:\Windows\system32\ADVAPI32.dll           7763d4c0            2           26
InitializeSecurityDescriptor C:\Windows\system32\ADVAPI32.dll           7763d49b            2           24
RegNotifyChangeKeyValue C:\Windows\system32\ADVAPI32.dll           7763c7fd            5          341
       RegQueryInfoKeyW C:\Windows\system32\ADVAPI32.dll           7763c5af          118        18383
     RegOpenCurrentUser C:\Windows\system32\ADVAPI32.dll           7763c1df           19        27565
           RegGetValueW C:\Windows\system32\ADVAPI32.dll           7763c077         1224       132340
        RegCreateKeyExW C:\Windows\system32\ADVAPI32.dll           7763bce1          243        81974
         RegSetValueExW C:\Windows\system32\ADVAPI32.dll           7763ba90          154        36500
          IsTextUnicode C:\Windows\system32\ADVAPI32.dll           7763b889           12        10857
          RegCreateKeyW C:\Windows\system32\ADVAPI32.dll           7763b83d            3           77
    CryptReleaseContext C:\Windows\system32\ADVAPI32.dll           7763b674            0         8392
          InitializeSid C:\Windows\system32\ADVAPI32.dll           7763b5a5            4           52
ImpersonateAnonymousToken C:\Windows\system32\ADVAPI32.dll           7763b549            1         1578
      AccessCheckByType C:\Windows\system32\ADVAPI32.dll           7763b4f9            1           26
 RegOpenUserClassesRoot C:\Windows\system32\ADVAPI32.dll           7763b31f           73         9052
         RegQueryValueW C:\Windows\system32\ADVAPI32.dll           7763af5d           81         3279
        LsaICLookupSids C:\Windows\system32\ADVAPI32.dll           7763adac            1          127
          LsaLookupSids C:\Windows\system32\ADVAPI32.dll           7763acae            1           94
      LookupAccountSidW C:\Windows\system32\ADVAPI32.dll           7763aacf            1          154
GetSecurityDescriptorDacl C:\Windows\system32\ADVAPI32.dll           7763aa20            3           66
     MakeSelfRelativeSD C:\Windows\system32\ADVAPI32.dll           7763a9f2            2           28
            RegEnumKeyA C:\Windows\system32\ADVAPI32.dll           7763a9a1            2           43
          RegEnumKeyExA C:\Windows\system32\ADVAPI32.dll           7763a78c            2          183
GetSecurityDescriptorLength C:\Windows\system32\ADVAPI32.dll           7763a760            3           15
GetSecurityDescriptorControl C:\Windows\system32\ADVAPI32.dll           7763a730            2           29
IsValidSecurityDescriptor C:\Windows\system32\ADVAPI32.dll           7763a70e            1           11
           RevertToSelf C:\Windows\system32\ADVAPI32.dll           7763a6e2            1           17
   CryptAcquireContextW C:\Windows\system32\ADVAPI32.dll           77635c47            1     12214220
         CryptGenRandom C:\Windows\system32\ADVAPI32.dll           776359cc           16          506
AllocateLocallyUniqueId C:\Windows\system32\ADVAPI32.dll           77635930            0          384
   CryptAcquireContextA C:\Windows\system32\ADVAPI32.dll           776352da            1         2474
      SystemFunction035 C:\Windows\system32\ADVAPI32.dll           77634dc1            1         1182
      SystemFunction036 C:\Windows\system32\ADVAPI32.dll           776318c2           13       314072
  AdjustTokenPrivileges C:\Windows\system32\ADVAPI32.dll           77631866            0          273
GetSidSubAuthorityCount C:\Windows\system32\ADVAPI32.dll           7763183d            1          964
          RegEnumValueW C:\Windows\system32\ADVAPI32.dll           776316d2          543        45056
GetSidIdentifierAuthority C:\Windows\system32\ADVAPI32.dll           7763144d            0        71968
     GetSidSubAuthority C:\Windows\system32\ADVAPI32.dll           77631434            5           35
  LookupPrivilegeValueA C:\Windows\system32\ADVAPI32.dll           7763131e            0          398
               EqualSid C:\Windows\system32\ADVAPI32.dll           7763125b            2           22
                CopySid C:\Windows\system32\ADVAPI32.dll           776311b1            7          298
             IsValidSid C:\Windows\system32\ADVAPI32.dll           7763118f            4           44
          RegEnumValueA C:\Windows\system32\ADVAPI32.dll           77630d57            0         3072
            RegOpenKeyA C:\Windows\system32\ADVAPI32.dll           77630bf5            1           29
GetSecurityDescriptorGroup C:\Windows\system32\ADVAPI32.dll           77630981            1        10591
GetSecurityDescriptorOwner C:\Windows\system32\ADVAPI32.dll           7763094f            1           17
ImpersonateLoggedOnUser C:\Windows\system32\ADVAPI32.dll           776306d9            0        20091
 ConvertSidToStringSidW C:\Windows\system32\ADVAPI32.dll           776305ce            4          172
     QueryServiceStatus C:\Windows\system32\ADVAPI32.dll           7763038e            0        17528
          CryptHashData C:\Windows\system32\ADVAPI32.dll           7762ec9c            0          336
        CryptCreateHash C:\Windows\system32\ADVAPI32.dll           7762e6a1            0         2003
ConvertStringSecurityDescriptorToSecurityDescriptorW C:\Windows\system32\ADVAPI32.dll           7762d79d            3        26974
           GetUserNameA C:\Windows\system32\ADVAPI32.dll           7762d162            0           12
         MakeAbsoluteSD C:\Windows\system32\ADVAPI32.dll           7762cfde            0           24
    QueryServiceConfigW C:\Windows\system32\ADVAPI32.dll           7762c115            0         1680
      RegLoadMUIStringW C:\Windows\system32\ADVAPI32.dll           7762be9a          124        30400
        RegDeleteValueW C:\Windows\system32\ADVAPI32.dll           7762bc79           16         2588
  AddAccessAllowedAceEx C:\Windows\system32\ADVAPI32.dll           7762bbb9            0          736
         RegSetValueExA C:\Windows\system32\ADVAPI32.dll           7762b8f1            8         1144
      SystemFunction040 C:\Windows\system32\ADVAPI32.dll           7762b6ee            0          656
        RegCreateKeyExA C:\Windows\system32\ADVAPI32.dll           7762b5e7            8          194
         RegQueryValueA C:\Windows\system32\ADVAPI32.dll           7762b1c1            0        19607
    SetTokenInformation C:\Windows\system32\ADVAPI32.dll           7762afbd            0         1987
       RegQueryInfoKeyA C:\Windows\system32\ADVAPI32.dll           77629e42            0          248
          RegDeleteKeyW C:\Windows\system32\ADVAPI32.dll           77629c7e            2          104
ElfDeregisterEventSource C:\Windows\system32\ADVAPI32.dll           77629ac6            0          154
WmiQuerySingleInstanceW C:\Windows\system32\ADVAPI32.dll           776287d4            0           38
         EqualPrefixSid C:\Windows\system32\ADVAPI32.dll           77623027            0        12840
LpkGetTextExtentExPoint C:\Windows\system32\LPK.DLL           775b1f8e          929        97138
          LpkInitialize C:\Windows\system32\LPK.DLL           775b1908            0        38102
    LpkUseGDIWidthCache C:\Windows\system32\LPK.DLL           775b1870          533        13150
          LpkDrawTextEx C:\Windows\system32\LPK.DLL           775b16a0         2315       273196
          LpkExtTextOut C:\Windows\system32\LPK.DLL           775b1346          166       236116
                  .text C:\Windows\system32\LPK.DLL           775b1000            0         9867
RtlOemStringToUnicodeSize C:\Windows\system32\ntdll.dll           7751bcc8         1583        22162
RtlUnicodeStringToOemSize C:\Windows\system32\ntdll.dll           7751bca3           34          476
RtlTimeToElapsedTimeFields C:\Windows\system32\ntdll.dll           774eeb7b            0       346950
             EtwSetMark C:\Windows\system32\ntdll.dll           774eeadf            0           14
               mbstowcs C:\Windows\system32\ntdll.dll           774edf76            0         1540
RtlRemoveVectoredExceptionHandler C:\Windows\system32\ntdll.dll           774ed8eb            0         2380
    RtlTimeFieldsToTime C:\Windows\system32\ntdll.dll           774eac5b           82       113278
   RtlGetFullPathName_U C:\Windows\system32\ntdll.dll           774eac1f         1254        27588
    RtlTimeToTimeFields C:\Windows\system32\ntdll.dll           774ea93d        10574      1448179
RtlUnicodeToMultiByteSize C:\Windows\system32\ntdll.dll           774ea731           79       674993
RtlDosPathNameToRelativeNtPathName_U_WithStatus C:\Windows\system32\ntdll.dll           774ea6dd          534         9738
RtlUnicodeStringToAnsiString C:\Windows\system32\ntdll.dll           774ea5fb           32        78150
